"No.","Time","Source","Destination","Protocol","Length","Info"
"4639","3.987696","192.168.0.21","192.168.0.20","TCP","74","59598  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995436 TSecr=0 WS=128"
"4640","3.987862","192.168.0.20","192.168.0.21","TCP","74","22  >  59598 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614600 TSecr=2464995436 WS=128"
"4641","3.987882","192.168.0.21","192.168.0.20","TCP","66","59598  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995437 TSecr=65614600"
"4642","3.987898","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4643","3.987943","192.168.0.21","192.168.0.20","TCP","74","59600  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995437 TSecr=0 WS=128"
"4644","3.988320","192.168.0.20","192.168.0.21","TCP","66","22  >  59598 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614600 TSecr=2464995437"
"4645","3.988332","192.168.0.20","192.168.0.21","TCP","74","22  >  59600 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614600 TSecr=2464995437 WS=128"
"4646","3.988345","192.168.0.21","192.168.0.20","TCP","66","59600  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995437 TSecr=65614600"
"4647","3.988353","192.168.0.20","192.168.0.21","TCP","66","22  >  59598 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614600 TSecr=2464995437"
"4648","3.988398","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4649","3.988474","192.168.0.20","192.168.0.21","TCP","66","22  >  59600 [FIN, ACK] Seq=1 Ack=1 Win=5632 Len=0 TSval=65614600 TSecr=2464995437"
"4650","3.988500","192.168.0.21","192.168.0.20","TCP","66","59600  >  22 [FIN, ACK] Seq=23 Ack=2 Win=64896 Len=0 TSval=2464995437 TSecr=65614600"
"4651","3.988500","192.168.0.20","192.168.0.21","TCP","54","22  >  59600 [RST] Seq=1 Win=0 Len=0"
"4652","3.988605","192.168.0.20","192.168.0.21","TCP","54","22  >  59600 [RST] Seq=2 Win=0 Len=0"
"4653","3.988833","192.168.0.21","192.168.0.20","TCP","74","59602  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995438 TSecr=0 WS=128"
"4654","3.988971","192.168.0.20","192.168.0.21","TCP","74","22  >  59602 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614600 TSecr=2464995438 WS=128"
"4655","3.988989","192.168.0.21","192.168.0.20","TCP","66","59602  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995438 TSecr=65614600"
"4656","3.989004","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4657","3.999443","192.168.0.20","192.168.0.21","TCP","66","22  >  59602 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614601 TSecr=2464995438"
"4658","3.999470","192.168.0.20","192.168.0.21","TCP","66","22  >  59602 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614601 TSecr=2464995438"
"4659","3.999718","192.168.0.21","192.168.0.20","TCP","74","59604  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995449 TSecr=0 WS=128"
"4660","3.999952","192.168.0.20","192.168.0.21","TCP","74","22  >  59604 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614601 TSecr=2464995449 WS=128"
"4661","3.999969","192.168.0.21","192.168.0.20","TCP","66","59604  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995449 TSecr=65614601"
"4662","3.999981","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4663","4.000093","192.168.0.20","192.168.0.21","TCP","66","22  >  59604 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614601 TSecr=2464995449"
"4664","4.000135","192.168.0.20","192.168.0.21","TCP","66","22  >  59604 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614602 TSecr=2464995449"
"4665","4.012122","192.168.0.21","192.168.0.20","TCP","74","59606  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995461 TSecr=0 WS=128"
"4666","4.012135","192.168.0.21","192.168.0.20","TCP","74","59608  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995461 TSecr=0 WS=128"
"4667","4.012289","192.168.0.20","192.168.0.21","TCP","74","22  >  59606 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614603 TSecr=2464995461 WS=128"
"4668","4.012314","192.168.0.21","192.168.0.20","TCP","66","59606  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995461 TSecr=65614603"
"4669","4.012322","192.168.0.20","192.168.0.21","TCP","74","22  >  59608 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614603 TSecr=2464995461 WS=128"
"4670","4.012325","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4671","4.012331","192.168.0.21","192.168.0.20","TCP","66","59608  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995461 TSecr=65614603"
"4672","4.012354","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4673","4.012487","192.168.0.20","192.168.0.21","TCP","66","22  >  59606 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995461"
"4674","4.012504","192.168.0.20","192.168.0.21","TCP","66","22  >  59608 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995461"
"4675","4.012553","192.168.0.20","192.168.0.21","TCP","66","22  >  59606 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995461"
"4676","4.012561","192.168.0.20","192.168.0.21","TCP","66","22  >  59608 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995461"
"4677","4.012618","192.168.0.21","192.168.0.20","TCP","74","59610  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995461 TSecr=0 WS=128"
"4678","4.012752","192.168.0.21","192.168.0.20","TCP","74","59612  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995462 TSecr=0 WS=128"
"4679","4.012755","192.168.0.20","192.168.0.21","TCP","74","22  >  59610 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614603 TSecr=2464995461 WS=128"
"4680","4.012772","192.168.0.21","192.168.0.20","TCP","66","59610  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995462 TSecr=65614603"
"4681","4.012785","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4682","4.012877","192.168.0.20","192.168.0.21","TCP","74","22  >  59612 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614603 TSecr=2464995462 WS=128"
"4683","4.012889","192.168.0.21","192.168.0.20","TCP","66","59612  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995462 TSecr=65614603"
"4684","4.012897","192.168.0.20","192.168.0.21","TCP","66","22  >  59610 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995462"
"4685","4.012903","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4686","4.012941","192.168.0.20","192.168.0.21","TCP","66","22  >  59610 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995462"
"4687","4.013002","192.168.0.20","192.168.0.21","TCP","66","22  >  59612 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995462"
"4688","4.015021","192.168.0.20","192.168.0.21","TCP","66","22  >  59612 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614603 TSecr=2464995462"
"4689","4.029609","192.168.0.21","192.168.0.20","TCP","74","59614  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995478 TSecr=0 WS=128"
"4690","4.029678","192.168.0.21","192.168.0.20","TCP","74","59616  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995478 TSecr=0 WS=128"
"4691","4.029895","192.168.0.20","192.168.0.21","TCP","74","22  >  59614 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614604 TSecr=2464995478 WS=128"
"4692","4.029925","192.168.0.21","192.168.0.20","TCP","66","59614  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995479 TSecr=65614604"
"4693","4.029936","192.168.0.20","192.168.0.21","TCP","74","22  >  59616 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614604 TSecr=2464995478 WS=128"
"4694","4.029943","192.168.0.21","192.168.0.20","TCP","66","59616  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995479 TSecr=65614604"
"4695","4.029991","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4696","4.030029","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4697","4.030153","192.168.0.20","192.168.0.21","TCP","66","22  >  59614 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614605 TSecr=2464995479"
"4698","4.030158","192.168.0.20","192.168.0.21","TCP","66","22  >  59616 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614605 TSecr=2464995479"
"4699","4.030175","192.168.0.20","192.168.0.21","TCP","66","22  >  59614 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614605 TSecr=2464995479"
"4700","4.030190","192.168.0.20","192.168.0.21","TCP","66","22  >  59616 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614605 TSecr=2464995479"
"4701","4.044910","192.168.0.21","192.168.0.20","TCP","74","59618  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995494 TSecr=0 WS=128"
"4702","4.045091","192.168.0.21","192.168.0.20","TCP","74","59620  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995494 TSecr=0 WS=128"
"4703","4.045150","192.168.0.20","192.168.0.21","TCP","74","22  >  59618 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614606 TSecr=2464995494 WS=128"
"4704","4.045191","192.168.0.21","192.168.0.20","TCP","66","59618  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995494 TSecr=65614606"
"4705","4.045208","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4706","4.045281","192.168.0.20","192.168.0.21","TCP","74","22  >  59620 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614606 TSecr=2464995494 WS=128"
"4707","4.045301","192.168.0.21","192.168.0.20","TCP","66","59620  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995494 TSecr=65614606"
"4708","4.045318","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4709","4.045350","192.168.0.20","192.168.0.21","TCP","66","22  >  59618 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995494"
"4710","4.045380","192.168.0.20","192.168.0.21","TCP","66","22  >  59618 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995494"
"4711","4.045430","192.168.0.20","192.168.0.21","TCP","66","22  >  59620 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995494"
"4712","4.045446","192.168.0.20","192.168.0.21","TCP","66","22  >  59620 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995494"
"4713","4.046429","192.168.0.21","192.168.0.20","TCP","74","59622  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995495 TSecr=0 WS=128"
"4714","4.046705","192.168.0.20","192.168.0.21","TCP","74","22  >  59622 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614606 TSecr=2464995495 WS=128"
"4715","4.046730","192.168.0.21","192.168.0.20","TCP","66","59622  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995495 TSecr=65614606"
"4716","4.046780","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4717","4.046792","192.168.0.21","192.168.0.20","TCP","74","59624  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995496 TSecr=0 WS=128"
"4718","4.046848","192.168.0.20","192.168.0.21","TCP","66","22  >  59622 [FIN, ACK] Seq=1 Ack=1 Win=5632 Len=0 TSval=65614606 TSecr=2464995495"
"4719","4.046891","192.168.0.20","192.168.0.21","TCP","54","22  >  59622 [RST] Seq=1 Win=0 Len=0"
"4720","4.046896","192.168.0.20","192.168.0.21","TCP","74","22  >  59624 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614606 TSecr=2464995496 WS=128"
"4721","4.046908","192.168.0.21","192.168.0.20","TCP","66","59624  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995496 TSecr=65614606"
"4722","4.046926","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4723","4.047016","192.168.0.20","192.168.0.21","TCP","66","22  >  59624 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995496"
"4724","4.047029","192.168.0.20","192.168.0.21","TCP","66","22  >  59624 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995496"
"4725","4.047365","192.168.0.21","192.168.0.20","TCP","74","59626  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995496 TSecr=0 WS=128"
"4726","4.047470","192.168.0.20","192.168.0.21","TCP","74","22  >  59626 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614606 TSecr=2464995496 WS=128"
"4727","4.047485","192.168.0.21","192.168.0.20","TCP","66","59626  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995496 TSecr=65614606"
"4728","4.047499","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4729","4.047612","192.168.0.20","192.168.0.21","TCP","66","22  >  59626 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995496"
"4730","4.047628","192.168.0.20","192.168.0.21","TCP","66","22  >  59626 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614606 TSecr=2464995496"
"4731","4.059779","192.168.0.21","192.168.0.20","TCP","74","59628  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995509 TSecr=0 WS=128"
"4732","4.059810","192.168.0.21","192.168.0.20","TCP","74","59630  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995509 TSecr=0 WS=128"
"4733","4.059952","192.168.0.21","192.168.0.20","TCP","74","59632  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995509 TSecr=0 WS=128"
"4734","4.060012","192.168.0.20","192.168.0.21","TCP","74","22  >  59628 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614607 TSecr=2464995509 WS=128"
"4735","4.060033","192.168.0.21","192.168.0.20","TCP","66","59628  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995509 TSecr=65614607"
"4736","4.060042","192.168.0.20","192.168.0.21","TCP","74","22  >  59630 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614607 TSecr=2464995509 WS=128"
"4737","4.060046","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4738","4.060051","192.168.0.21","192.168.0.20","TCP","66","59630  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995509 TSecr=65614607"
"4739","4.060068","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4740","4.060167","192.168.0.20","192.168.0.21","TCP","74","22  >  59632 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614608 TSecr=2464995509 WS=128"
"4741","4.060179","192.168.0.21","192.168.0.20","TCP","66","59632  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995509 TSecr=65614608"
"4742","4.060187","192.168.0.20","192.168.0.21","TCP","66","22  >  59628 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4743","4.060197","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4744","4.060222","192.168.0.20","192.168.0.21","TCP","66","22  >  59630 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4745","4.060226","192.168.0.20","192.168.0.21","TCP","66","22  >  59628 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4746","4.060234","192.168.0.20","192.168.0.21","TCP","66","22  >  59630 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4747","4.060302","192.168.0.20","192.168.0.21","TCP","66","22  >  59632 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4748","4.060322","192.168.0.20","192.168.0.21","TCP","66","22  >  59632 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614608 TSecr=2464995509"
"4749","4.077876","192.168.0.21","192.168.0.20","TCP","74","59634  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995527 TSecr=0 WS=128"
"4750","4.077935","192.168.0.21","192.168.0.20","TCP","74","59636  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995527 TSecr=0 WS=128"
"4751","4.077974","192.168.0.21","192.168.0.20","TCP","74","59638  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995527 TSecr=0 WS=128"
"4752","4.078124","192.168.0.20","192.168.0.21","TCP","74","22  >  59634 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614609 TSecr=2464995527 WS=128"
"4753","4.078144","192.168.0.21","192.168.0.20","TCP","66","59634  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995527 TSecr=65614609"
"4754","4.078155","192.168.0.20","192.168.0.21","TCP","74","22  >  59636 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614609 TSecr=2464995527 WS=128"
"4755","4.078165","192.168.0.21","192.168.0.20","TCP","66","59636  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995527 TSecr=65614609"
"4756","4.078168","192.168.0.20","192.168.0.21","TCP","74","22  >  59638 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614609 TSecr=2464995527 WS=128"
"4757","4.078177","192.168.0.21","192.168.0.20","TCP","66","59638  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995527 TSecr=65614609"
"4758","4.078184","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4759","4.078195","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4760","4.078316","192.168.0.20","192.168.0.21","TCP","66","22  >  59636 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614609 TSecr=2464995527"
"4761","4.078321","192.168.0.20","192.168.0.21","TCP","66","22  >  59638 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614609 TSecr=2464995527"
"4762","4.078338","192.168.0.20","192.168.0.21","TCP","66","22  >  59634 [FIN, ACK] Seq=1 Ack=1 Win=5632 Len=0 TSval=65614609 TSecr=2464995527"
"4763","4.078353","192.168.0.20","192.168.0.21","TCP","66","22  >  59636 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614609 TSecr=2464995527"
"4764","4.078368","192.168.0.20","192.168.0.21","TCP","66","22  >  59638 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614609 TSecr=2464995527"
"4765","4.078429","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4766","4.078471","192.168.0.21","192.168.0.20","TCP","66","59634  >  22 [FIN, ACK] Seq=23 Ack=2 Win=64896 Len=0 TSval=2464995527 TSecr=65614609"
"4767","4.078753","192.168.0.20","192.168.0.21","TCP","54","22  >  59634 [RST] Seq=2 Win=0 Len=0"
"4768","4.078764","192.168.0.20","192.168.0.21","TCP","54","22  >  59634 [RST] Seq=2 Win=0 Len=0"
"4769","4.091643","192.168.0.21","192.168.0.20","TCP","74","59640  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995540 TSecr=0 WS=128"
"4770","4.091854","192.168.0.21","192.168.0.20","TCP","74","59642  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995541 TSecr=0 WS=128"
"4771","4.091873","192.168.0.20","192.168.0.21","TCP","74","22  >  59640 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614611 TSecr=2464995540 WS=128"
"4772","4.091896","192.168.0.21","192.168.0.20","TCP","66","59640  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995541 TSecr=65614611"
"4773","4.091913","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4774","4.092024","192.168.0.20","192.168.0.21","TCP","74","22  >  59642 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614611 TSecr=2464995541 WS=128"
"4775","4.092039","192.168.0.21","192.168.0.20","TCP","66","59642  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995541 TSecr=65614611"
"4776","4.092048","192.168.0.20","192.168.0.21","TCP","66","22  >  59640 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995541"
"4777","4.092052","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4778","4.092090","192.168.0.20","192.168.0.21","TCP","66","22  >  59640 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995541"
"4779","4.092208","192.168.0.20","192.168.0.21","TCP","66","22  >  59642 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995541"
"4780","4.092224","192.168.0.20","192.168.0.21","TCP","66","22  >  59642 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995541"
"4781","4.092904","192.168.0.21","192.168.0.20","TCP","74","59644  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995542 TSecr=0 WS=128"
"4782","4.093633","192.168.0.20","192.168.0.21","TCP","74","22  >  59644 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614611 TSecr=2464995542 WS=128"
"4783","4.093659","192.168.0.21","192.168.0.20","TCP","66","59644  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995542 TSecr=65614611"
"4784","4.093702","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4785","4.093795","192.168.0.20","192.168.0.21","TCP","66","22  >  59644 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995542"
"4786","4.093800","192.168.0.20","192.168.0.21","TCP","66","22  >  59644 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614611 TSecr=2464995542"
"4787","4.105836","192.168.0.21","192.168.0.20","TCP","74","59646  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995555 TSecr=0 WS=128"
"4788","4.105976","192.168.0.21","192.168.0.20","TCP","74","59648  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464995555 TSecr=0 WS=128"
"4789","4.106096","192.168.0.20","192.168.0.21","TCP","74","22  >  59646 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614612 TSecr=2464995555 WS=128"
"4790","4.106115","192.168.0.21","192.168.0.20","TCP","66","59646  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995555 TSecr=65614612"
"4791","4.106130","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4792","4.107919","192.168.0.20","192.168.0.21","TCP","74","22  >  59648 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614612 TSecr=2464995555 WS=128"
"4793","4.107934","192.168.0.21","192.168.0.20","TCP","66","59648  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464995557 TSecr=65614612"
"4794","4.107941","192.168.0.20","192.168.0.21","TCP","66","22  >  59646 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614612 TSecr=2464995555"
"4795","4.107944","192.168.0.20","192.168.0.21","TCP","66","22  >  59646 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614612 TSecr=2464995555"
"4796","4.107951","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"4797","4.108137","192.168.0.20","192.168.0.21","TCP","66","22  >  59648 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614612 TSecr=2464995557"
"4798","4.108198","192.168.0.20","192.168.0.21","TCP","66","22  >  59648 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614612 TSecr=2464995557"
