"No.","Time","Source","Destination","Protocol","Length","Info"
"12059","9.669000","192.168.0.21","192.168.0.20","TCP","74","33704  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001117 TSecr=0 WS=128"
"12060","9.670849","192.168.0.20","192.168.0.21","TCP","74","22  >  33704 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615169 TSecr=2465001117 WS=128"
"12061","9.670863","192.168.0.21","192.168.0.20","TCP","66","33704  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001119 TSecr=65615169"
"12062","9.670889","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12063","9.671007","192.168.0.20","192.168.0.21","TCP","66","22  >  33704 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615169 TSecr=2465001119"
"12064","9.671011","192.168.0.20","192.168.0.21","TCP","66","22  >  33704 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615169 TSecr=2465001119"
"12065","9.682949","192.168.0.21","192.168.0.20","TCP","74","33706  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001131 TSecr=0 WS=128"
"12066","9.683125","192.168.0.20","192.168.0.21","TCP","74","22  >  33706 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615170 TSecr=2465001131 WS=128"
"12067","9.683148","192.168.0.21","192.168.0.20","TCP","66","33706  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001132 TSecr=65615170"
"12068","9.683166","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12069","9.683287","192.168.0.20","192.168.0.21","TCP","66","22  >  33706 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615170 TSecr=2465001132"
"12070","9.683303","192.168.0.20","192.168.0.21","TCP","66","22  >  33706 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615170 TSecr=2465001132"
"12071","9.683804","192.168.0.21","192.168.0.20","TCP","74","33708  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001132 TSecr=0 WS=128"
"12072","9.683966","192.168.0.20","192.168.0.21","TCP","74","22  >  33708 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615170 TSecr=2465001132 WS=128"
"12073","9.683984","192.168.0.21","192.168.0.20","TCP","66","33708  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001132 TSecr=65615170"
"12074","9.683996","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12075","9.684112","192.168.0.20","192.168.0.21","TCP","66","22  >  33708 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615170 TSecr=2465001132"
"12076","9.684122","192.168.0.20","192.168.0.21","TCP","66","22  >  33708 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615170 TSecr=2465001132"
"12077","9.696709","192.168.0.21","192.168.0.20","TCP","74","33710  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001145 TSecr=0 WS=128"
"12078","9.696956","192.168.0.20","192.168.0.21","TCP","74","22  >  33710 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615171 TSecr=2465001145 WS=128"
"12079","9.696971","192.168.0.21","192.168.0.20","TCP","66","33710  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001145 TSecr=65615171"
"12080","9.696998","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12081","9.698105","192.168.0.20","192.168.0.21","TCP","66","22  >  33710 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001145"
"12082","9.698117","192.168.0.20","192.168.0.21","TCP","66","22  >  33710 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001145"
"12083","9.698168","192.168.0.21","192.168.0.20","TCP","74","33712  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001147 TSecr=0 WS=128"
"12084","9.698180","192.168.0.21","192.168.0.20","TCP","74","33714  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001147 TSecr=0 WS=128"
"12085","9.698324","192.168.0.20","192.168.0.21","TCP","74","22  >  33712 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615171 TSecr=2465001147 WS=128"
"12086","9.698337","192.168.0.21","192.168.0.20","TCP","66","33712  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001147 TSecr=65615171"
"12087","9.698345","192.168.0.20","192.168.0.21","TCP","74","22  >  33714 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615171 TSecr=2465001147 WS=128"
"12088","9.698357","192.168.0.21","192.168.0.20","TCP","66","33714  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001147 TSecr=65615171"
"12089","9.698373","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12090","9.698382","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12091","9.698468","192.168.0.20","192.168.0.21","TCP","66","22  >  33712 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001147"
"12092","9.698473","192.168.0.20","192.168.0.21","TCP","66","22  >  33714 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001147"
"12093","9.698490","192.168.0.20","192.168.0.21","TCP","66","22  >  33712 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001147"
"12094","9.698506","192.168.0.20","192.168.0.21","TCP","66","22  >  33714 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001147"
"12095","9.698844","192.168.0.21","192.168.0.20","TCP","74","33716  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001147 TSecr=0 WS=128"
"12096","9.699040","192.168.0.20","192.168.0.21","TCP","74","22  >  33716 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615171 TSecr=2465001147 WS=128"
"12097","9.699060","192.168.0.21","192.168.0.20","TCP","66","33716  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001148 TSecr=65615171"
"12098","9.699076","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12099","9.699228","192.168.0.20","192.168.0.21","TCP","66","22  >  33716 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001148"
"12100","9.699238","192.168.0.20","192.168.0.21","TCP","66","22  >  33716 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615171 TSecr=2465001148"
"12101","9.711379","192.168.0.21","192.168.0.20","TCP","74","33718  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001160 TSecr=0 WS=128"
"12102","9.711571","192.168.0.20","192.168.0.21","TCP","74","22  >  33718 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615173 TSecr=2465001160 WS=128"
"12103","9.711590","192.168.0.21","192.168.0.20","TCP","66","33718  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001160 TSecr=65615173"
"12104","9.711605","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12105","9.711745","192.168.0.20","192.168.0.21","TCP","66","22  >  33718 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001160"
"12106","9.711760","192.168.0.20","192.168.0.21","TCP","66","22  >  33718 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001160"
"12107","9.712661","192.168.0.21","192.168.0.20","TCP","74","33720  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001161 TSecr=0 WS=128"
"12108","9.712852","192.168.0.20","192.168.0.21","TCP","74","22  >  33720 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615173 TSecr=2465001161 WS=128"
"12109","9.712863","192.168.0.21","192.168.0.20","TCP","66","33720  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001161 TSecr=65615173"
"12110","9.712885","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12111","9.713004","192.168.0.20","192.168.0.21","TCP","66","22  >  33720 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001161"
"12112","9.713018","192.168.0.20","192.168.0.21","TCP","66","22  >  33720 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001161"
"12113","9.717989","192.168.0.21","192.168.0.20","TCP","74","33722  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001166 TSecr=0 WS=128"
"12114","9.718151","192.168.0.20","192.168.0.21","TCP","74","22  >  33722 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615173 TSecr=2465001166 WS=128"
"12115","9.718163","192.168.0.21","192.168.0.20","TCP","66","33722  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001167 TSecr=65615173"
"12116","9.718184","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12117","9.718258","192.168.0.21","192.168.0.20","TCP","74","33724  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001167 TSecr=0 WS=128"
"12118","9.718274","192.168.0.21","192.168.0.20","TCP","74","33726  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001167 TSecr=0 WS=128"
"12119","9.718336","192.168.0.20","192.168.0.21","TCP","66","22  >  33722 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12120","9.718341","192.168.0.20","192.168.0.21","TCP","66","22  >  33722 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12121","9.718420","192.168.0.20","192.168.0.21","TCP","74","22  >  33724 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615173 TSecr=2465001167 WS=128"
"12122","9.718435","192.168.0.21","192.168.0.20","TCP","66","33724  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001167 TSecr=65615173"
"12123","9.718444","192.168.0.20","192.168.0.21","TCP","74","22  >  33726 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615173 TSecr=2465001167 WS=128"
"12124","9.718455","192.168.0.21","192.168.0.20","TCP","66","33726  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001167 TSecr=65615173"
"12125","9.718457","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12126","9.718477","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12127","9.718595","192.168.0.20","192.168.0.21","TCP","66","22  >  33724 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12128","9.718618","192.168.0.20","192.168.0.21","TCP","66","22  >  33726 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12129","9.718642","192.168.0.20","192.168.0.21","TCP","66","22  >  33724 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12130","9.718665","192.168.0.20","192.168.0.21","TCP","66","22  >  33726 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615173 TSecr=2465001167"
"12131","9.731587","192.168.0.21","192.168.0.20","TCP","74","33728  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001180 TSecr=0 WS=128"
"12132","9.731832","192.168.0.20","192.168.0.21","TCP","74","22  >  33728 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615175 TSecr=2465001180 WS=128"
"12133","9.731853","192.168.0.21","192.168.0.20","TCP","66","33728  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001180 TSecr=65615175"
"12134","9.731871","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12135","9.732000","192.168.0.20","192.168.0.21","TCP","66","22  >  33728 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615175 TSecr=2465001180"
"12136","9.732007","192.168.0.20","192.168.0.21","TCP","66","22  >  33728 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615175 TSecr=2465001180"
"12137","9.732440","192.168.0.21","192.168.0.20","TCP","74","33730  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001181 TSecr=0 WS=128"
"12138","9.732672","192.168.0.20","192.168.0.21","TCP","74","22  >  33730 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615175 TSecr=2465001181 WS=128"
"12139","9.732694","192.168.0.21","192.168.0.20","TCP","66","33730  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001181 TSecr=65615175"
"12140","9.732705","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12141","9.732858","192.168.0.20","192.168.0.21","TCP","66","22  >  33730 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615175 TSecr=2465001181"
"12142","9.732867","192.168.0.20","192.168.0.21","TCP","66","22  >  33730 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615175 TSecr=2465001181"
"12143","9.746313","192.168.0.21","192.168.0.20","TCP","74","33732  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001195 TSecr=0 WS=128"
"12144","9.746523","192.168.0.21","192.168.0.20","TCP","74","33734  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001195 TSecr=0 WS=128"
"12145","9.746543","192.168.0.20","192.168.0.21","TCP","74","22  >  33732 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615176 TSecr=2465001195 WS=128"
"12146","9.746558","192.168.0.21","192.168.0.20","TCP","66","33732  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001195 TSecr=65615176"
"12147","9.746576","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12148","9.746622","192.168.0.21","192.168.0.20","TCP","74","33736  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001195 TSecr=0 WS=128"
"12149","9.746727","192.168.0.20","192.168.0.21","TCP","74","22  >  33734 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615176 TSecr=2465001195 WS=128"
"12150","9.746741","192.168.0.21","192.168.0.20","TCP","66","33734  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001195 TSecr=65615176"
"12151","9.746749","192.168.0.20","192.168.0.21","TCP","66","22  >  33732 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12152","9.746753","192.168.0.20","192.168.0.21","TCP","66","22  >  33732 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12153","9.746755","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12154","9.746793","192.168.0.21","192.168.0.20","TCP","74","33738  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001195 TSecr=0 WS=128"
"12155","9.746800","192.168.0.20","192.168.0.21","TCP","74","22  >  33736 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615176 TSecr=2465001195 WS=128"
"12156","9.746811","192.168.0.21","192.168.0.20","TCP","66","33736  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001195 TSecr=65615176"
"12157","9.746826","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12158","9.746980","192.168.0.20","192.168.0.21","TCP","66","22  >  33734 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12159","9.746993","192.168.0.20","192.168.0.21","TCP","74","22  >  33738 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615176 TSecr=2465001195 WS=128"
"12160","9.747007","192.168.0.21","192.168.0.20","TCP","66","33738  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001195 TSecr=65615176"
"12161","9.747015","192.168.0.20","192.168.0.21","TCP","66","22  >  33736 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12162","9.747019","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12163","9.747058","192.168.0.20","192.168.0.21","TCP","66","22  >  33734 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12164","9.747074","192.168.0.20","192.168.0.21","TCP","66","22  >  33736 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001195"
"12165","9.747143","192.168.0.20","192.168.0.21","TCP","66","22  >  33738 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001196"
"12166","9.747158","192.168.0.20","192.168.0.21","TCP","66","22  >  33738 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615176 TSecr=2465001196"
"12167","9.758765","192.168.0.21","192.168.0.20","TCP","74","33740  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001207 TSecr=0 WS=128"
"12168","9.758947","192.168.0.20","192.168.0.21","TCP","74","22  >  33740 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615177 TSecr=2465001207 WS=128"
"12169","9.758967","192.168.0.21","192.168.0.20","TCP","66","33740  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001207 TSecr=65615177"
"12170","9.758986","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12171","9.759133","192.168.0.20","192.168.0.21","TCP","66","22  >  33740 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615177 TSecr=2465001207"
"12172","9.759141","192.168.0.20","192.168.0.21","TCP","66","22  >  33740 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615177 TSecr=2465001207"
"12173","9.759205","192.168.0.21","192.168.0.20","TCP","74","33742  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001208 TSecr=0 WS=128"
"12174","9.759318","192.168.0.20","192.168.0.21","TCP","74","22  >  33742 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615177 TSecr=2465001208 WS=128"
"12175","9.759330","192.168.0.21","192.168.0.20","TCP","66","33742  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001208 TSecr=65615177"
"12176","9.759341","192.168.0.21","192.168.0.20","TCP","74","33744  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001208 TSecr=0 WS=128"
"12177","9.759353","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12178","9.759463","192.168.0.20","192.168.0.21","TCP","66","22  >  33742 [FIN, ACK] Seq=1 Ack=1 Win=5632 Len=0 TSval=65615177 TSecr=2465001208"
"12179","9.759473","192.168.0.20","192.168.0.21","TCP","74","22  >  33744 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615177 TSecr=2465001208 WS=128"
"12180","9.759486","192.168.0.21","192.168.0.20","TCP","66","33744  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001208 TSecr=65615177"
"12181","9.759495","192.168.0.20","192.168.0.21","TCP","54","22  >  33742 [RST] Seq=1 Win=0 Len=0"
"12182","9.759505","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12183","9.759607","192.168.0.20","192.168.0.21","TCP","66","22  >  33744 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615177 TSecr=2465001208"
"12184","9.759613","192.168.0.20","192.168.0.21","TCP","66","22  >  33744 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615177 TSecr=2465001208"
"12185","9.772783","192.168.0.21","192.168.0.20","TCP","74","33746  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001221 TSecr=0 WS=128"
"12186","9.772938","192.168.0.20","192.168.0.21","TCP","74","22  >  33746 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615179 TSecr=2465001221 WS=128"
"12187","9.772956","192.168.0.21","192.168.0.20","TCP","66","33746  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001221 TSecr=65615179"
"12188","9.772971","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12189","9.776748","192.168.0.20","192.168.0.21","TCP","66","22  >  33746 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615179 TSecr=2465001221"
"12190","9.776753","192.168.0.21","192.168.0.20","TCP","74","33750  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001225 TSecr=0 WS=128"
"12191","9.776759","192.168.0.20","192.168.0.21","TCP","66","22  >  33746 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615179 TSecr=2465001221"
"12192","9.776883","192.168.0.20","192.168.0.21","TCP","74","22  >  33750 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615179 TSecr=2465001225 WS=128"
"12193","9.776901","192.168.0.21","192.168.0.20","TCP","66","33750  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001225 TSecr=65615179"
"12194","9.776944","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12195","9.778254","192.168.0.20","192.168.0.21","TCP","66","22  >  33750 [FIN, ACK] Seq=1 Ack=1 Win=5632 Len=0 TSval=65615179 TSecr=2465001225"
"12196","9.779245","192.168.0.20","192.168.0.21","TCP","54","22  >  33750 [RST] Seq=1 Win=0 Len=0"
"12197","9.779323","192.168.0.21","192.168.0.20","TCP","74","33748  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001228 TSecr=0 WS=128"
"12198","9.779470","192.168.0.20","192.168.0.21","TCP","74","22  >  33748 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615179 TSecr=2465001228 WS=128"
"12199","9.779480","192.168.0.21","192.168.0.20","TCP","66","33748  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001228 TSecr=65615179"
"12200","9.779503","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12201","9.779603","192.168.0.20","192.168.0.21","TCP","66","22  >  33748 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615179 TSecr=2465001228"
"12202","9.779620","192.168.0.20","192.168.0.21","TCP","66","22  >  33748 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615179 TSecr=2465001228"
"12203","9.793101","192.168.0.21","192.168.0.20","TCP","74","33752  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001242 TSecr=0 WS=128"
"12204","9.793135","192.168.0.21","192.168.0.20","TCP","74","33754  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001242 TSecr=0 WS=128"
"12205","9.793557","192.168.0.20","192.168.0.21","TCP","74","22  >  33752 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615181 TSecr=2465001242 WS=128"
"12206","9.793571","192.168.0.21","192.168.0.20","TCP","66","33752  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001242 TSecr=65615181"
"12207","9.793580","192.168.0.20","192.168.0.21","TCP","74","22  >  33754 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615181 TSecr=2465001242 WS=128"
"12208","9.793590","192.168.0.21","192.168.0.20","TCP","66","33754  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001242 TSecr=65615181"
"12209","9.793609","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12210","9.793615","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"12211","9.793728","192.168.0.20","192.168.0.21","TCP","66","22  >  33752 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615181 TSecr=2465001242"
"12212","9.793733","192.168.0.20","192.168.0.21","TCP","66","22  >  33754 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615181 TSecr=2465001242"
"12213","9.793758","192.168.0.20","192.168.0.21","TCP","66","22  >  33752 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615181 TSecr=2465001242"
"12214","9.793768","192.168.0.20","192.168.0.21","TCP","66","22  >  33754 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65615181 TSecr=2465001242"
"12215","9.794598","192.168.0.21","192.168.0.20","TCP","74","33756  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2465001243 TSecr=0 WS=128"
"12216","9.794779","192.168.0.20","192.168.0.21","TCP","74","22  >  33756 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65615181 TSecr=2465001243 WS=128"
"12217","9.794796","192.168.0.21","192.168.0.20","TCP","66","33756  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2465001243 TSecr=65615181"
"12218","9.794810","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
